,user,red_wine,white_wine,sparkling_wine,rose_wine,content
28,ReeseTheRam,0,0,0,0,"I don’t care what no one says. Everyone is entitled to their own opinions but I believe prostitute is wrong . Love In general or sexual love should be free  on all accounts . Since when did we start putting money with sex . Fuck no , where is the wine and grapes 🍇 and a rose 🌹."
29,PalesaT19,0,0,0,0,"Bedroom setup- flowers+ rose petals + candles+ main course= R750
Bedroom combo= R1000 ( flowers,petals,  fruits, main course, wine, juice, snack)

Transportation fee : depends on the location https://t.co/qHURCf4z6X"
30,PalesaT19,0,0,0,0,"Per couple
R450- picnic only 
R650- picnic + wine+ juice+ fruit platter
R950- picnic + wine+juice+ fruit platter+ main course+ dessert 
 Candles + 120

Bedroom setup- flowers+ rose petals + candles= R300
Bedroom setup- flowers+ rose petals + candles+ wine+fruit platter= R550 https://t.co/LvS8K3wq0m"
31,kechones,1,0,0,0,"@Atomique28Noir @jzux Red wine sucks, but Rose and White wines are awesome"
32,LpgaamateursTB,0,0,0,0,"Our 2022 season is winding down but we still have some great events on the calendar! For example, our ABCD Scramble sponsored by Kobrand Wine &amp; Spirits/AIX rosé, and our Southern Hills play date! 
#golf #golfleague https://t.co/nLx92CFNYs"
33,shape_bot,0,0,0,0,"The soft rose square came on the plain paper. Then two long lines and two short lines joined, covered by wine."
34,luv_lokked,0,0,0,0,@maisonpq Andrey drinks rose wine 🍷
35,aussie_wine,0,0,0,1,"2019 Babo Rosato

🛒 &gt;&gt;&gt; https://t.co/l8A1YfWrZJ

Delicious 3.8 star wine from Toscana. A Rosé Wine with 13 ratings from the Vivino community.

#AD #wine #redwine #whitewine #whisky https://t.co/q6otUjPCdc"
36,prettyface68,0,0,0,0,What A Holiday That Was” Splendid “ Bloody Beautiful !!!The Rose Wine was Excellent Toooooo https://t.co/nGAN5jxzI4
37,CivicScience,0,0,0,0,"🍷 Wine drinkers who prefer reds are much more likely to gift wine this year, while those who favor white, rosé, and sparkling are less likely to gift wine. https://t.co/0S5Q2m9g8g https://t.co/Hv90i6nsGV"
38,Berci,0,0,0,0,"4/5
Small shot of spirits (25ml, ABV 40%) = 1 unit
Small glass of red/white/rosé wine (125ml, ABV 12%) = 1.5 units
Bottle of lager/beer/cider (330ml, ABV 5%) = 1.7 units
Standard glass of red/white/rosé wine (175ml, ABV 12%) = 2.1 units"
39,cimbalyn,0,0,0,0,Lovely Red Rose Wine Label https://t.co/Hi7fLZEOoK via @zazzle
40,RevSportz,0,0,0,0,"Sharing the @darenbergwine experience with our viewers! Listen to Tony Rose as he explains the process of wine making! Join in 👇
@lalbabarice @Just_My_Roots @OfficialFanatic @BoriaMajumdar @debasissen @sharmisthagoop2 @amitshah22 @Normkoch 
#Australia #T20WorldCup #Travel https://t.co/3yVP8Jieqc"
41,duttonsMCR,0,0,0,0,"WINE NOT?
Join us at Duttons every Wednesday for Wine Wednesday! Get a bottle of wine for the price of 2 large glasses 
Whether you’re looking for red, white, or rosé, we have options for all! https://t.co/b4vCGWM88b"
42,Rogelio97139124,0,0,0,0,"Darling, mine I would wait forever for those líps of wine, build My world around you darling, this love will shine girl, watch it and see! If You give a little more then you're asking for, your love will turn a key. 
I just want to be your everything, 
#Rosé ❤️❤️❤️ https://t.co/uKMHMzSwKS"
43,Carmellas1908,0,0,0,0,Wine is a good familiar creature 🍷 Wine Down Wednesday ~ $5 Glasses of “Rosé All Day” with $20 spend on plates ~ LIVE Music begins @ 6PM https://t.co/nKg5D1c4jA
44,BishopsCellar,0,0,0,0,"Wine Wednesday is back to save you money and stock your wine rack. On special this week:

📦 By The Case: Red Variety 6pk
🍷 By the Bottle: The Crusher Petite Sirah, Villa San Martino Pinot Grigio, Monsieur N P'Ti Blanc + Nova Ona Rose

https://t.co/aq3KX8VQj5 https://t.co/AAv6PBXqAs"
45,thepjcompany,0,0,0,0,Boho Rose Pink Stemmed Colored Wine Glasses https://t.co/UV8l1rpXXg via @Etsy
46,GreyhoundH,0,0,0,0,"Christmas🎄is creeping around the corner. We have some lovely bottles of champagne and wine for you to choose from to help your celebrations on their way 🥳 @perrierjouet and @nyetimber 🍾🥂Whispering Angel Rose, Chablis and M Minuty 🍷✨🥳🎄book today https://t.co/KjcGpiRgfH https://t.co/qXkTDA9268"
47,AlVuona,0,0,0,0,"What a day for Rose: Argyle: 2021 Pinot Noir Rose, Oregon. Strawberry and watermelon fruit flavors are complimented by a creamy texture that glides over the palate. SRP $16
@alvuona,@telegramdotcom,#WICN905,#wine,#winelovers https://t.co/V4TGpIq9WS"
48,danspapers,0,0,0,0,"With the holidays fast approaching, East End rosé is an excellent wine to complement all types of snack and party foods. Here are three worth trying. https://t.co/LDrVxAvaVz"
49,Roodeberg_Wine,0,0,0,0,"This season, we are Making Roodeberg Classic Rosé our summer muse.​

How do we pair it? With a delicious Red Velvet Layer Cake with Cream Cheese Frosting from @The_FoodFox kitchen. Yum! ​

Follow the link to see the full recipe:​
 https://t.co/zx9LH582mJ 

#RoodebergWine https://t.co/dfSAEodYb0"
50,yetta_fred,0,0,0,0,"Chongyang, send you car is too expensive, send you wine afraid you get drunk, send you rose afraid you get me wrong, to introduce lover agai"
51,buzdrinks,0,0,0,0,"You can make your moment more memorable with the Chit Chat Rose Wine bottle. Additionally, its light pink color and strawberry flavor will elevate your meal. For more details, visit at https://t.co/6m01BgjWVp
#winelove #grapes #chitchatrose #party https://t.co/znABUhsAcE"
52,SonixCosmix,0,0,0,1,@jossie_flores @elonmusk Heard of Rosé wine but that’s it
53,BuffoonPrincess,0,1,0,0,"@reechiebun Not saying I'm not!! ♥ But... rose petals and plushie toy fur?????? Where's the white wine and the self-loathing and the procrastination and the girlbossing?? I am Elle Woods pink, not Strawberry Shortcake! 😤 #struggles https://t.co/86uPFxBKFo"
54,AltoWines,0,0,0,0,"SHOP ONLINE 

With our tasting room closed for maintenance this month we have made our Cabernet Sauvignon Rosé available on our online shop for this month only.

Shop this spectacular summer wine on our online shop for R115.00 per bottle.

https://t.co/atqZhVTZq1 https://t.co/P3Gi3huiPL"
55,FoodBlogCT,0,0,0,0,"Wine &amp; Sorbet Ice Lolly Pairing @cavalliestate 
_________
Capriole MCC: Apple &amp; Fennel
Pink Pony Rosé: Rose, Geranium &amp; Berry
Unoaked Chenin Blanc: Lemon &amp; Thyme
Cremello: Pear, Rosemary &amp; Vanilla

Available on the beautiful tasting terrace Wednesday - Sundays. R120 per person. https://t.co/yEPrI002gJ"
56,joesmbtzt28810,0,0,0,0,"Market liquor concept plate change pull up, Shun Xin agriculture rose more than 8%, alcoholic wine, Luzhou Laojiao, give up wine industry, Shanxi Fenjiu and so on.
#agriculture https://t.co/xK4E1X2XBL"
57,tikasyazana,0,0,0,0,"I love wine colour but sometimes love black because of the combination colour on the design 😮‍💨

Iris for black                       Rose for wine https://t.co/ayTqsfux7p"
58,jenartwork,0,0,0,0,"Drunk Mermaids :WINE 🧜‍♀️""ROSE"" ✨Painted by Jen Callahan© 🎨🖌 and Printed on Canvas and Gallery Wrapped and Ready to Hang
https://t.co/7z1GmKXqNX"
59,DIORSARCHIVE,0,0,0,0,rose shaped wine glasses https://t.co/d5Bn4j4PRf
60,Winehouseportu1,0,0,0,1,"Bafarela Rosé wine is a very lively and intense in the nose, with red fruit, great freshness and length, with volume and good structure. 2018 Rosé Wine#winehouseportugal #winelovers #winesportugal #portwine #vintage #winestagram #winery #winelovers #vinhos https://t.co/RGfg8S4PVD https://t.co/o8NVvCGKij"
61,Benjones2Jones,0,0,0,0,"#AnimalSingdom 
Day 2/Horse.

""I asked for water
And they gave me rose wine
A horse that knows arithmetic
And a dog that tells your fortune.""

Elvis Costello &amp; The Attractions - Uncomplicated
https://t.co/AJTtJBEGsG"
62,stoltenbergtwz,0,0,0,0,"Rose Gold and Diamonds Wine Bottle Labels CZIW823

https://t.co/w0hIdFspKc"
63,ZatarraM,0,0,0,0,"Rose and wine and
Skin and cigarette
Locks fall down your neck
I saw you right be
Fore your eyes caught mine
Better than the rest
And I can feel it coming back again
I got a feeling coming back again
And you got me on the ropes
Yeah, you got me on the ropes again #kingsofleon"
64,weliveinthevoid,0,0,0,0,"Just made a dangerously delicious trash cocktail with shitty rosé, pink grapefruit torani syrup,  and lemon fizzy water. I don’t really like wine and I sucked that shit down lol"
65,DesKatCat,0,0,0,0,"Love democracy just as much as a delicious rosé? It's your chance to shine!

@briantylercohen is selling Codify Roe-sé with all profits going to @FieldTeam_6 and their mission to #RegisterDemocrats!

More wine.

#RoevemberIsComing #Voterizer  https://t.co/sJoupp9ng3"
66,JimBeattie18,0,0,0,0,"Wednesday in Paris 🗼
I think Paris smells not
just sweet but 
melancholy and curious.
Sad,enticing and 
seductive. A city
for all the senses, for
artists,writers,musicians and dreamers, for fantasies, for long walks and wine, for lovers
and, for mysteries...M J Rose 🌹 https://t.co/Z9yCdiHDSV"
67,mjkimmell,0,0,0,0,@suzie_rose @joefattorini @WineShowTV We need more Joe and the wine show!
68,22xmendes,0,0,0,0,@ItsLeeonardo rose hill wine and spirits in boulder! they’ve been sold out everywhere else for a while so finally found a few there!
69,JaneAndrew60,0,0,0,0,@cdaly9718 @joefattorini @suzie_rose @WineShowTV The Wine King https://t.co/dcquVAuyWb
70,ShareVino,0,0,0,0,Here we are @kylieminogue has just launched the first alcohol-free rose wine. Thanks @WomensHealthMag  for covering the story. https://t.co/qoG7gWnEnz
71,MINTVNV,0,0,0,0,@_SalemsLot a: i do love strawberries in wine! try mixing some rosé with it too!
72,thesobercurator,0,0,0,0,"Has non-alcoholic wine finally got good? As Kylie Minogue introduces her first alcohol-free sparkling rosé ...
#sober #thesobercurator

https://t.co/YoRsaXU9jF"
73,cdaly9718,0,0,0,0,"@JaneAndrew60 @joefattorini @suzie_rose @WineShowTV Lions, tigers, and wine, on my!"
74,mult_ihmx12,0,0,0,0,5 pm wine was a poor decision im soo tired and sad i got a 'peachy rose' flavor and i love peach wine but this one sucked a little 😢
75,RudiGourmand,0,0,0,0,"Today's #wine is a red blend (cinsault, pais/mission) from Itata Valley (S #Chile)

Light cherry rose hibiscus on nose, more with light body mild sugars acidity tannins on palate, finish is rose hibiscus strawberry

#winelover #winetasting #winelovers #winetime #wines https://t.co/uEEQtJzR9W"
76,JaneAndrew60,0,0,0,0,@suzie_rose @joefattorini @WineShowTV See Joe we need you  &amp; The Wine Show to educate us &amp; entertain us...we can be a mischievous force!
77,thepjcompany,0,0,0,0,Vintage Pink Rose Stem Luminarc France Wine Glasses Set of Three (3) https://t.co/lRRcTWpFWf via @Etsy
78,thepjcompany,0,0,0,0,Vintage Rose Pink Depression Etched Glass Wine / Cocktail Glasses Set of Two https://t.co/GJBbAbmV0C via @Etsy
79,_SUECHIANNNaaa,0,0,0,0,I love rose wine … I wanna be rose 🌹  😂
80,CarolineFLi,0,0,0,0,@RoseEmpower Thats amazing Rose! Going to bed sober and waking up fresh with a bucket full of self respect after a good nights sleep is far better than any glass of wine I've ever had! I love my sober life❤️
81,suzie_rose,0,0,0,0,@joefattorini @WineShowTV Send help: I just added up my 2022 wine purchases (with 2 months to go) https://t.co/cYcD9Eeniy
82,SoulMaster1991,0,0,0,0,"@TurdFurgesonn @silentkil_er Coffee at 8 , beer at 17 , whisky/rum 20 , irish cream 22 , rose wine 25"
83,LoudAmerican,0,0,0,0,We just need to get them some wild Irish rose wine and a bag of smokin' dope and they'll calm right down https://t.co/IuKDCC742l
84,thestarlino,0,0,0,1,"The perfect picnic Aperitvo with rosé wine, pink grapefruit peel, orange peel and fresh botanics 🌸

📸 @bnaydenova https://t.co/j1imx4Qawh"
85,churchendbeer,1,1,1,0,"Church End Brewery has a brand new wine list. 🍷🍾

WHITE WINE

Pinot Grigio
Chardonnay
Savignon Blanc

ROSE WINE

Zinfandel Rose
Pinot Rose

RED WINE

Merlot
Shiraz
Malbec
Rioja  

SPARKLING WINE

 Prosecco Spumante
Cremant de Loire Brut https://t.co/ki0tlSrDQV"
86,shape_bot,0,0,0,0,"The royal rose square came on the plain paper. Then two long lines and two short lines joined, covered by wine."
87,FFFoodAwards,0,0,0,1,A Silver for @threespirit_ Blurred Vines Non-alcoholic Sparkling Rosé Wine Alternative “This product offers something quite unique for a non-alcoholic wine: rich in flavour with tannins (missing in most wine alternatives). Good combination of sparkling tea and wine.”  #FFCA22 https://t.co/bOxIAQr1vI
88,ButlersWine,0,0,0,0,"Although darker and fruitier than the classic Provence rose wines, this is is an elegant and fresh example of a Rhone pink, well balanced with great texture. A very food friendly wine!"
89,1gastronomy,0,0,0,0,"Get to know one of Greece's most popular red grape varieties and celebrate International Xinomavro Day with award-winning red and rosé wines from the Decanter World Wine Awards.

Over the last decade Xinomavro has become one of Greece’s leading red grape… https://t.co/RIOjWxbVMl https://t.co/8G8LQxMsRe"
90,WTSO,0,0,0,0,"Stock up on BIG savings this holiday season! Our 12 for $120 Case Sale is back next #WineWednesday, Nov. 9 → https://t.co/cr0ffiSiQu

Get ready to enjoy all your favorite red, white, and rosé wines! 🎉

#wine #WTSO #holidayguide #holidaywine #gooddeal #discountwines https://t.co/5KbC5vJeIT"
91,ColioWinery,0,0,0,0,"Hopetown VQA Sauvignon Blanc VQA, Craft Red, or Pinot Grigio Rosé…which one are you choosing with dinner?

#VQA #wine #winecountryontario https://t.co/EyIiQoV4q9"
92,sunooesdios,0,0,0,0,"you had rose's lime
mixed with vodka, i had wine
people having fun
cocktails in the evening sun
give me one"
93,dibbertmxd,0,0,0,0,"Mom Juice Wine Tumbler Cupcake Rose Gold 12Oz Insulated Wine Glass Tumbler Stainless Steel Cup with Silicone Lid Pink Wine So PPV5KSF

https://t.co/UqkGruOiBz https://t.co/TuOKlTHB2z"
94,dale_roy1,0,0,0,0,"Love democracy just as much as a delicious rosé? It's your chance to shine!

@briantylercohen is selling Codify Roe-sé with all profits going to @FieldTeam_6 and their mission to #RegisterDemocrats!

Wine is fine. 

#RoevemberIsComing #Voterizer  https://t.co/G9W0PX2Qid"
95,WinningByARose,0,0,0,1,I sometimes wear clothes. And become a hot dice rosé wine drinking nerd https://t.co/LWZ1EumGNk
96,stupidgurl2212,0,0,0,0,"@Itsmeee2121 barbital 15butir + rose wine, thank me later!"
97,NewesSewen,0,0,0,0,@shawphd @BRValentine1983 @nochnayavedma_ @whstancil For people unfamiliar with her work she rose to fame by writing a book that told wealthy white women it was okay to drink wine when pregnant.
98,basile_evelyn,0,0,0,0,"Learn About The Wine Category That ‘Continues To Dominate Sales’ In The New Book, Rosés Of Southern F... via @forbes https://t.co/YGsiegSvj9  Saw Jill Barth's recent Forbes article on the work of rose expert, Elizabeth Gabay MW and her son, Ben Bernheim, and wanted to repost."
99,wespeakwine,0,0,0,0,"Looking for a new favorite Moscato? Tussock Jumper Moscato Rose is luscious and refreshing with flavors of fruit and floral reminiscent of sweet orange blossom and strawberry.
On Sale - Only $9.99/bottle - https://t.co/4O69TmQCIu 
#Moscato #Wine #RoseWine https://t.co/CUXfAl7GJx"
100,LulusWineDC,0,0,0,0,"a week in the 70°s 🌞 = our WINE OF THE WEEK is this delicious rosé 🍷✨ one of provence’s first certified organic estates in the 70s, they were “natural” before it was cool. 😎 notes of wildflowers, 🍊 peel + light spice, it’s perfect for this warm fall weather (btg all week)! https://t.co/a1sEZqchou"
101,Winehouseportu1,0,0,0,0,"The wines of the Vine of the Virtues intend to express the values of the region, and therefore they use the name of each virtue in its Latin etymology.
Liberalitas - generosity, which opposes envy
 2017 Rosé Wine#winehouseportugal #winelovers #winesportuga https://t.co/I0A9ZtAT7i https://t.co/VJKet5LKX1"
102,blutreedesigns,0,0,0,0,"Check out this listing I just added to my #Poshmark closet: Set Of 4, Pink Rose VINTAGE WINE  Luminarc, France large wine glasses. https://t.co/ODOWQeU00M #shopmycloset @poshmarkapp"
103,DAnnStelly,0,0,0,0,"Somehow, this put me in mind of @studio_gal !  :)

Twizzlers and rosé? Try out these treat and wine pairings https://t.co/MMu2ajMjy9 via @TODAYshow"
104,MissEdwardsCLT,0,0,0,0,@HunniB_Rose Mama's fine as wine tho!
105,DymoltWines,0,0,0,0,"Find the perfect gift with our highly sought collection.

https://t.co/WVwqnmXMbj 
_____________________________________
#craftedcandyfloss #no_more_boring_drinks #dymoltfamilywines #crystalsip_rose_the_day_away #wine_me_up_and_watch_me_go #beautyplug #businessoverwine #dymolt... https://t.co/yiUwWNbqOR"
106,tulipandphoenix,0,0,0,1,"The world looks better through rosé coloured wine glasses 💗

The @nuywinery Piekfyn Rosé is a dry rosé wine with a deep salmon colour, aromas of strawberries and blackberries, as well as hints of Pink Lady apple.🍎🍇
Pairs well with fresh salads and se… https://t.co/DwkiOzeghL https://t.co/E2vRcF5bwz"
107,caergome,0,0,0,0,@amido_rose @Jayecane You wine send me private messages for your giveaway price
108,Azanian_Juan,1,0,0,0,"@Trixx_Ray Depending on the style of the pants and how vibrant the red is, you can wear nude, white, black or a pastel colour in the palette of rose or red wine."
109,BukeNFT,0,0,0,0,"Time to have a glass of rose wine after an exhausting day.
🥂
My recent drop is available on @objktcom

'Don't Resist Darling!'
1/1
🔗👇 https://t.co/yKV4ApArJy"
110,CougarSpider,0,0,0,0,"@liberalprogrock @figgityfigs WE BELIEVE IN ONE BERNIE
THE SANDERS, THE ALMIGHTY…
…FOR OUR SAKE HE WAS CRUCIFIED UNDER JOSEPH BIDEN
IN 2024 HE ROSE AGAIN
IN ACCORDANCE WITH THE TIKTOKS
HE SHALL COME AGAIN IN GLORY
TO JUDGE THE SHITLIB AND THE WINE MOM"
111,aussie_wine,0,0,0,0,"#Delamere Vineyard Wines Delamere Sparkling Rose NV Tasmania

🛒 &gt;&gt;&gt; https://t.co/K2tHN4NfBd

#AD #wine #shiraz #chardonnay #rioja #malbec #riesling #cabernet #pinot #tempranillo #champagne #BoozeMonkey #redwine #whitewine #whisky https://t.co/xmkhpybnAc"
112,pushyamitrsunga,0,0,0,0,"Englishman took his jacket off, put it on her,called a cab &amp; took her home safely.

Paris, France
Before man could react, girl murmured with a smile,“A red rose can best convey your apology, monsieur.”
The French bought her rose, &amp;  they went to a nearby cafe, drank some wine. +"
113,bonniqueca,0,0,0,0,Taylor Port is just some Red Irish Rose and it's cheap wine. Y'all hype anything up.
114,TGWBarnsley,0,0,0,0,"Black + White are hosting a wine tasting &amp; pairing experience!

You can enjoy 6 exquisite wines including 2 white, 2 red, 1 rosé and 1 digestive - all to be paired with cheeses, meats and a sweet treat.

📆 10th Nov - 7-9pm
🎟️ £30 per person
📞 Call 01226 655055 to book https://t.co/UO8hl1v9eu"
115,KTiffany61,0,0,0,0,"Sweet Jojo Designs Burgundy Watercolor Floral Fabric Memory Memo Photo Bulletin Board - Blush Pink, Maroon, Wine, Rose, Green GYVJGZM

https://t.co/cS6rSwZqo7"
116,VitaBellaWine,0,0,0,0,"New Global Award for Miraval Rosé today in #Singapore at the WINE PINNACLE AWARDS 2022 #wine #provence 
https://t.co/DEjGmugzUW https://t.co/4lUplsuGFV"
117,Decanter,0,0,0,0,"Xinomavro: 10 award-winning Greek wines to try

Get to know one of Greece's most popular red grape varieties and celebrate International Xinomavro Day with award-winning red and rosé wines from @DecanterAwards https://t.co/hX9jMLsOG6"
118,LittleBrando,0,0,0,0,"C’ottonmouth &lt;c&gt;…
Shroud ass seat from Posillyidie wine 🍷 

Drinking:spidering:seeting:pulling up jeans:buns:heeing:walking c’arpet Kantian modus ponen serpentine walking Posillyidie feet on the ween rose 🌹"
119,jo_thomas01,0,0,0,0,"@Smith52Roger Of course there's wine! In terrocota jugs, chilled for the rosé and others for the red. Dotted down the table."
120,MarcJardine,0,0,0,1,"U.V. Masia F Rosado

🛒 &gt;&gt;&gt; https://t.co/EccH19m4Tm

Delicious 3.7 star wine from Castilla. A Rosé Wine with 14 ratings from the Vivino community.

#AD #wine #redwine #whitewine #whisky https://t.co/iTfoIe49pw"
121,DymoltWines,0,0,0,0,"Dymolt Family Wines Sparkling Rose´ The vivid Dymolt Family Wine pink hue and delicate wild strawberry aromas immediately transport you to a summer’s afternoon, while the crisp red berry flavours and refreshing acidity invite you to sip and savour this easy-going sparkling ros... https://t.co/VnlP0Hvqs0"
122,zvti_,0,0,0,0,"As beautiful as its name ✨Rose✨ 🌹

A bold and deep color like wine. Do you love it? Cuz i do love it! 🫶🏻

#TheBlossoms https://t.co/aHvPPbF0mt"
123,whatifbutthen,0,0,0,0,"@UndeniablyAlex Always classics: Rose, Dalek, Father's Day, Bad Wolf/Parting

Aged like wine: Long Game, School Reunion, Impossible Planet/Satan Pit

Aged like WKD: Xmas Invasion, Tooth &amp; Claw, Love &amp; Monsters"
124,Wines4U_HU,0,0,0,0,Prettier in pink: rosés that pack a punch https://t.co/lKTPRR9rNr
125,DecanterAwards,0,0,0,0,"Happy Xinomavro Day!

Discover more about one of Greece's most popular and versatile red grape varieties with award-winning red and rosé wines from the Decanter World Wine Awards...
https://t.co/jygwDhYTqL"
126,tikasyazana,0,0,0,0,"Second colour for #TheBlossoms Edition 😍

Siapa peminat wine/maroon shades? We made it special for you  in code ✨Rose✨ https://t.co/If4kFPU3NT"
127,CharlesRoseWine,0,0,0,0,"Italian #rose from Campania. Deep pink, delicate notes, crisp refreshing #wine.

Buy online: https://t.co/R2HPPR969K https://t.co/w8QaSRQbFD"
