,user,red_wine,white_wine,sparkling_wine,rose_wine,content
151,BoozeChimp,0,0,0,0,"2020 Viña Zorzal Cuatro del Cuatro

🛒 &gt;&gt;&gt; https://t.co/rHwlCcW7DE

Delicious 4.2 star wine from Navarra. A Spanish Red with 7 ratings from the Vivino community.

#AD #wine #redwine #whitewine #whisky https://t.co/8qP5vDeJRd"
152,RuncibleH,1,0,0,0,"Tonight's cold weather dinner was a real meat pie, chunks of shin beef simmered in red wine, stock, mushrooms onions and garlic until it melted on the fork. Home made pastry to an old Yorkshire recipe. I would have taken a photo but... you know...burp."
153,SeasonsGala,0,1,0,0,JoyJolt Spirits Stemless Wine Glasses for Red or White Wine (Set of 4)-15-Ounces...👉 https://t.co/hduXoWmfWW
154,SeasonsGala,1,0,0,0,"OJA Red Wine Glasses Set of 4- Premium Crystal Wine Glasses Hand Blown-15 oz,Thi...👉 https://t.co/yaKVRdhpZf"
155,Larissacomments,0,0,0,0,"I drink plunger coffee and also like a wide variety of teas. I like Whittaker’s chocolate. I drink wine, vodka &amp; whisky (Scotch). I do not eat red meat or chicken but I could not survive without cheese. Cheese is life. Love my little #BalconyGarden 4/5"
156,wineuncorkeduk,0,0,0,0,"#wine Bargain of the Week
@Tesco red Piccodoro Nero D'Avola £5.75
⭐⭐⭐⭐⭐ Top rating on https://t.co/7kGqBLaz8m
Cherry and toffee flavours
https://t.co/wyJ2SDuSzM"
157,Dayofrompluto1,1,0,0,0,"@Odumodublvck_ That means dem nor go know Bacchus tonic wine ohh, na only red wine dem sabi!"
158,ThabisoMesmiriz,1,0,0,0,@DineoPamelaMasi 🤣🤣🤣🤣🤣🤣🤣I wonder how cold red wine tastes like
159,kimbimmm,1,0,0,0,"My hands look like this so my meals can look like this&lt;3 turmeric/rosemary tomato soup, red wine braised beef short ribs, and garlic chicken &amp; shrimp bowls with roasted broccoli 

(still working on my photography skills lol) https://t.co/47ILJDSe1w"
160,esquireattire,0,0,0,0,https://t.co/j59aIddVzP WinAire #wine Aerator #Decanter Portable RED #wine https://t.co/hBAqylrf11
161,PintaLixu,0,0,0,0,@s444mb Bruin/wine red
162,ionsuonline,1,0,0,0,@StephenRussel @Imsidgurjar @Swabhimanodia @zoo_bear @elonmusk Green boom is sweet to human and converted indians at the time of British raj leads to a Hindu PM in Britain unrelated Russel viper is my fvrt snake and also my God loves red wine 🍷
163,athena_thae,1,0,0,0,@izayaoihara Red wine... you're so old
164,masque242,0,0,0,0,"#Burgundy #floral #bridesmaids #shrug, Summer #wedding bolero, dark Wine red floral puff #sleeve #coverup, cuffed sleeves floral #jacket #handmade https://t.co/rPlm5ZUac3 via @Etsy"
165,sleeptightzero,1,0,0,0,im craving red wine so badly right now oh my god.
166,WhiskyExchange,1,0,0,0,"Aberfeldy - Red Wine Cask Collection &gt; https://t.co/BFz9gbVTJI

The Golden dram of #Aberfeldy has been given a red-wine hue in these two red-wine cask finished whiskies. https://t.co/lrzWgv96Hq"
167,VinhoFacts,1,0,0,0,"The Grape Varieties of Port

The major varieties used in Ports with a red wine base are Touriga Nacional, Tinta Roriz (Tempranillo), Tinta Cão, Tinta Barroca and Touriga Franca. 

#port #somm  #wine #Portugal"
168,Barbara30151254,0,1,0,0,General Tso's Chicken | 3/4 cup of canned chicken broth | 1 1/2 Tbsp cornstarch | 2 Tbsp sugar | 2 Tbsp low sodium soy sauce | 1 Tbsp white wine vinegar | 1/2 tsp ground ginger | 2 tsp peanut oil | 2 scallions- chopped | 2 cloves of garlic- chopped | 1/2 tsp red pepper flakes | 1
169,passionfruit58,1,0,0,0,@SlothFruitIII red wine placement 😐
170,akkogear,0,0,0,0,"Crystal Wine Red 🍷🍷

The new Akko Crystal Wine Red switches (full polycarbonate) comes with the 23mm extension spring, the longest among all Akko switches.

https://t.co/jCI4lbzmP2

#akko #akkokeyboard #akkoswitches https://t.co/liN89rAU2U"
171,14and_proud,1,0,0,0,just had a red wine while parents arent home im such a daredevil
172,jfafilms,1,0,0,0,@jeffknet @DavidBowieReal Quualudes &amp; red wine &amp; other friends of mine.... Lol
173,Dotto88,1,0,0,0,@JohnMilionis @trentbaxter01 @VictorianLabor @DanielAndrewsMP Threat 😂. You believe the propaganda. Dutton style . That’s good. Put the reactors in your back yard . Most expensive energy to implement. I had red wine export to China that’s gone . Thanks to Scrotum head and Duttons huge mouths . Solar wind and hydro for me . I’m a farmer to
174,FascistCentre,2,0,0,0,@anarchademic @danaparish Red wine does it to me. I use a tongue scraper. I've had it for years. Depends on the type of red wine I consume. Will scrape more vigorously.
175,MacDowd,1,0,0,0,@roobiefox @hitinman I like your style...the pout and red wine is a bonus. Take care.🤠
176,Open_Media,1,0,0,0,"@Thunder261 @AxelKrungthep Red wine also works, just not the stuff they sell you in Thailand as ""wine"".🍷"
177,dos2bot,1,0,0,0,"*You kiss Ifan once, an exploration. His lips are rough and his beard tickles. He tastes like red wine and salt.*"
178,men_boots,0,0,0,0,Mens Wine Red Velvet Pointed Toe Chelsea Ankle Boots Leather dress Shoes https://t.co/10oaDdEgPW eBay https://t.co/b8PS5lwX2E
179,Scarlet_302,1,0,0,0,"09:48 old guy next to our table already ordering red wine 🍷, throws tantrum after waiter brings a glass, cz he ""assumes"" it's obvious he wants a bottle. 

Yeah gonna be a long one for whoever will be dealing with him

People like this bores me stru!!! Just drink damn thing"
180,DaveToau,0,0,0,0,"@williamlgensert Sounds right. The relatively simple, fruit-driven, soft-textured red or white wines seem to be the thing for pizza. A chef in the family gave me the following topping/wine rule-of-thumb: 
Tomato-laden … Cabernet Franc
Cheese … Sangiovese or Zinfandel
Pepperoni … Chianti"
181,BooksandRedWine,1,0,0,0,"@SuzyQlovesWine @cantstandmenow1 Surely, red wine 🍷"
182,ms_dines,1,0,0,0,@Pleasure_Lab I do love good red wine.
183,tait3100,1,0,0,0,"A fun night at Caesar’s. Good action with a ton of tourists. Game played rather wild following a hammered guy who sat at the table with a glass of red wine &amp; was upset that he couldn’t put $1,500 on $300 max table. 😳 - Bill 🇨🇦 https://t.co/7a2NjzVGsE"
184,Nwachinemere_1,0,0,0,0,@HL_Blue @hawt_red It was the wine.
185,JoelCAnih,1,0,0,0,"This is why I don’t take soda or any form of drink in this country.  Even the red wine I take once or twice in a year, I think I’m going to stop it. https://t.co/GvrVz7OTBK"
186,Barefootnurse1,1,0,0,0,"@ABCthedrum finally a topic and a panel where they don't sound like entitled red wine swilling twats, this in the the current affairs we want, this is the standard we expect #RefugeesWelcome #thedrum"
187,WoodyWindham,1,0,0,0,"Now Playing on iWoody Radio:

UB40 - Red Red Wine

https://t.co/xQCwDKsHk1"
188,ahLeonora,1,0,0,0,"@DebraJ43 Tonight, dear, let’s forget all that, that and the war, and enisle ourselves a little beyond time, you with this Irish whiskey, I with red wine, while the stars go over the sleepless ocean, and sometime after midnight I’ll pluck you a wreath of chosen ones; we’ll talk about love https://t.co/9Qw9hXPJjL"
189,talkfastellie,1,0,0,0,Thinking abt If my grandma hadn’t fed her newborn children red wine in a baby bottle we wouldn’t have Instagram reels
190,dekorracje,1,0,0,0,"Red Wine Velvet, Creme, Gold Metallic, Suitable for Curtains, Drapes, Bedspreads, Pillows High Quality width 112""/ 280cm, Fabric by the yard
  autor DomoweDekorracje https://t.co/k35SRzok42 via @Etsy"
191,PGSweeps,0,0,0,0,"Wine as a gift   The #giftcertificates can be used towards gifts, memberships https://t.co/CQqBeyGqsA  #ad Gift certificates #Gift cards for shopping https://t.co/RhEUooUUqe  #wine #holidays @pgsweeps #parties #foods #red  #christmas"
192,Jimbo1921_2019,1,0,0,0,It’s red red wine Neil
193,NefuzeTV,1,0,0,0,Red wine and some weed is a beautiful mix
194,briannasachii,1,0,0,0,I don’t know why I would drink red wine before work..now I keep peeing 😩
195,Notagoth,1,0,0,0,"Wait... it wasn't vodka, it was red wine which he'd brought wine glasses for and I made fun of him. (A very him thing to do)
Genuinely the whole world missed out on him when he died so young.
What a loss."
196,TotalBoss13,1,0,0,0,@susygofficial What kind of red wine do you like?
197,EImogene40,0,0,0,0,"YouYah Wine Decanter Set,Red Wine Carafe with Drying Stand,Cleaning Beads and Aerator Lid,Crystal Glass,Wine Aerator,100% Han CAXQEFQ

https://t.co/3P64tsMx0X"
198,MrBillRadio1,1,0,0,0,You're listening to Red Red Wine by UB40 Right now on Mr. Bill Radio KKMB-DB #60s #70s #80s #music https://t.co/NrQxjLdSEx https://t.co/XTCk9bO2iM
199,TweetingNN,1,0,0,0,Thanks to Gabe Ent🙏 glass of red wine in the reflection the mother in my teeth 🥰
200,PerdebergWines,0,0,0,0,"Our Vineyard Collection Grenache Noir is our top recommendation for you to add to your wine collection, boasting notes of red berries, cherries &amp; spiciness 🍷

Shop our Vineyard Collection here: https://t.co/bREYCwi9rf

#DiscoverPerdeberg #PerdebergCellar #GrenacheNoir https://t.co/qAsuedxNzI"
201,DaveTogether,1,0,0,0,"@ManamiTMK Yes ma’am. Chocolate and red wine, right?"
202,peruriim,1,0,0,0,@MichalArrow It’s grilled. Came up with some sort of gravy from reduced red wine. We treated it as desert.
203,JohnNes27726515,1,0,0,0,@DigDeepMike @heppelltron I went over to my local conveyance store and bought a really healthy bottle of red wine for South Africa. What!
204,ChefWulong,1,0,0,0,hell naw man why this ngga @paranoia8k drink 6 cups of red wine and i caught him outside wit a sports bra on https://t.co/1JYglvwWyk
205,AkankwasaJuliu1,0,0,0,0,@kalton2004 @MbabaliOwe @OsmanMandela @nbstv @DaudiKabanda Red means Bobi wine?
206,APClarkelyrics,1,0,0,0,And it rained rocks and dogs and a frozen red wine
207,josefina33i,0,0,0,0,"Goya Foods Red Cooking Wine, 25 4 Fl Oz (Pack of 12) DEDAO9S

https://t.co/fG3YhV4xvK"
208,Sarah12930,1,0,0,0,Connor is a  cargo agent that likes Fry sauce on their onions pizza with red wine
209,discipleofAnge,1,0,0,0,"I feel fresh as a daisy, red wine is my drink from now on"
210,dekorracje,1,0,0,0,"Velvet Fabric, Red Wine Velvet, Velvet Drapes Curtain Bedspreads Pillow, High Quality, Best Price, width 112 "" by the yard
 autor DomoweDekorracje https://t.co/pFh2Ez20l9 via @Etsy"
211,nwpachyderm9181,1,0,0,0,"@ape_fourleaf I usually sear the roast prior to cooking, then slather it in lots of  horseradish and generous amounts of salt and pepper, then low and slow in a roasting pan with beef broth and a bit of red wine.  Usually cook with potatoes and a sliced onion.  Super flavorful."
212,crumbIebot,0,0,0,0,Will you see me in your red wine? Will you see me in a stranger's eyes?
213,igb_brookie,1,0,0,0,@BillyM2k Nakamoto have you ever gotten drunk? It’s FUN try red wine boo! ❤️🤍🫡
214,saltxair,1,2,0,0,taylor swift being a white wine girly is my call to arms like the number of times i’ve been bullied into sharing a bottle of red wine at dinner with friends.. i can now stand proud.. I AM A WHITE WINE GIRLY @taylorswift13 @taylornation13 #TSxCapitalOne #TSTheErasTour @CapitalOne https://t.co/qXt49lfvV6
215,malicieux1793,1,0,0,0,"@LindzRiot You should think about these tunes as about a high quality red wine, port or single malt whisky. Let them mature and they become better and better!"
216,adrinaea,0,0,0,0,(smiles seductively while swirling a glass of red wine) i am severely emotionally unstable
217,EHaugsby,1,0,0,0,UB40 Red Red Wine (Lyrics) https://t.co/0iNvt3jp4Q via @YouTube
218,Call0fChaos,0,0,0,0,"“How so, if you wouldn't mind me asking, besides my craving for chaos ? ”

He cocked his head slightly, wine red eyes watching the other carefully.

“Are you purely doing so in comparing me to someone, or is it just you taking after Kitagawa far too well?” https://t.co/JyFGGl70K7"
219,HowToMake_Stuff,1,0,0,0,"To make a victoria sponge, just boil red wine with volcanic spring water."
220,Puckarama,1,0,0,0,"On the #Turntable - #AndrésSegovia “On Stage”
Hoping this 1967 release of classical guitar coupled with red wine and get me some sleep. #ClassicalMusic #ClassicalGuitar 
#VinylRecords #RecordCollection https://t.co/VgLcOyf72x"
221,BoozeChimp,1,0,0,0,"2018 Le Roc Don Quichotte Fronton

🛒 &gt;&gt;&gt; https://t.co/SDJWIf2kjb

Delicious 3.6 star wine from Fronton. A Red Wine with 81 ratings from the Vivino community.

#AD #wine #redwine #whitewine #whisky https://t.co/qwFopVvfqO"
222,Winehouseportu1,1,0,0,0,"Conde de Vimioso Vinha do Convento Red Wine presents deep and dense ruby colour. Its intense aroma is marked by a perfect combination of ripe black and red fruit, such as blackberry and plum. Floral notes of violet, nuances of tobacco leaves, and light spices. Very concentrated, https://t.co/ixfyhKAD0X"
223,skyndlyrics,1,0,0,0,"candle lights shining bright
pull the cork, pour the red wine"
224,roobqdcs,1,0,0,0,"Vivid Tella Almond Stiletto Nail Tips Red Wine Assorted Solid Color Full Cover Artificial Acrylic Nails for DIY Nail Art Salo YGYHHNV

https://t.co/ORQy9DN2vA https://t.co/IQ44PPCB9n"
225,sorsaurus,0,0,0,0,"@CeebDream Omg! Cute questions!
&gt;My fav color(s?) is like red violet color!  All within that deeper like wine and burgundy range i love!
&gt;fav food on special occasion is probably crab legs or bbq!! Usually thats visiting fam in summer food!"
226,aerytheartist,1,0,0,0,Japanese sake hits a little harder than red wine 🫠
227,iamcaribbeanCOM,1,0,0,0,#NowPlaying on #I Am Caribbean FM: Red Red Wine (12'' Version) by UB40! |  | Tune in now👇🏾https://t.co/H8WKqHD1N2
228,TwitchNoSkill,1,0,0,0,@TheOtherTravGuy @DaveOshry i finally found the person who reeses cup red wine my sister
229,LiraMore2,1,0,0,0,"@mohale_motaung Yeah younthe only one ,red wine is supposed to be room temp"
230,jill_guthrie,0,1,0,0,"@JasonGancedo I found 11:  Malt, white, rice, red &amp; white wine, apple-cider, balsamic &amp; pomegranate-balsamic, blackberry-balsamic, dark chocolate-balsamic, expresso-balsamic!"
231,randomDan28,1,0,0,0,"@ryder_ripps It's red wine vinegar, nothing special"
232,HolyFukcmedead,1,0,0,0,Too much 🎶 Red Red Wine 🎶 https://t.co/oLsoV4JdQd
233,justjazza,1,0,0,0,Red wine braised short ribs are on the menu
234,obliscentis,1,0,0,0,"spilled red wine on socks, then on carpet, then knocked curtain rod onto myself.... begone cursèd day!"
235,elkay_mdb,1,0,0,0,Get 15% on red wine in November https://t.co/awnAAuWHZk
236,Jelliesos,1,0,0,0,Ok but who wants to get a Red Wine + Ginger Ale matching tattoo w me? 👀
237,jes_minn,0,0,0,0,"@JasonGancedo Wait a minute  that square bottle with the red lable in the middle isn't vinegar, it's Shao Shing wine!"
238,John02687182,1,0,0,0,"@GeorgeHampton25 We could hang out if you like red wine.
In a non-sexuall way!!!!!"
239,KolbyDelce,1,0,0,0,"definitely found a new favorite red wine, I’m usually one &amp; done."
240,koepp4uihh,1,0,0,0,"Wine Filter – Remove Sulfite And Histamine,Effectively avoid headaches and nausea, Prevent red wine allergy symptoms T4539RI

https://t.co/UxYTEEdwiw"
241,JGillRay,1,1,0,0,"@Fact Lager, bitter, stout, red wine, white wine, champagne, cider, G&amp;T. Easy."
242,logan__radke,0,0,0,0,red bull and wine at 11pm on a Tuesday just to feel something
243,DIVlNEDAMSEL,0,0,0,0,"ㅤㅤ
ㅤㅤhums a sweet , haunting tune —— swirling suspiciously thick red liquid in her wine glass . what a lovely night  ^__^
ㅤㅤ"
244,Digitaal911,1,0,0,0,Now playing on Digitaal 91.1: Ub40 - Red Red Wine #Digitaal911 https://t.co/EAMGA6zdBO
245,Winehouseportu1,0,0,0,1,"Bafarela Rosé wine is a very lively and intense in the nose, with red fruit, great freshness and length, with volume and good structure. 2018 Rosé Wine#winehouseportugal #winelovers #winesportugal #portwine #vintage #winestagram #winery #winelovers #vinhos https://t.co/RGfg8S4PVD https://t.co/o8NVvCGKij"
246,MishaBoseby,1,0,0,0,"@ThinkinParke I'll be back to my weed soon...couple more months at most but agreed liquor and beer is pretty much meh...

some like quality red wine have their health benefits if included in the diet properly, have their established usefulness"
247,_Bella_Marii_,1,0,0,0,Red wine is so good for the soul.
248,filmstylls,1,1,0,0,taylor swift how do u drink white wine it tastes like pee i don’t get it how are u not a red wine girlie
249,r63l13DDof7rjs0,0,0,0,0,"Through November 9　
EXTRA $100 OFF EACH ITEM WITH CODE JPPB-1001101
Maestro by Gibson Lespaul Second brand ""Maestro by Gibson wine red color https://t.co/P27I8AbxPU #eBay via @eBay"
250,burglarkingbot,1,0,0,0,Red wine tastes so much better when it’s freshly made.
251,OK_SCYTHE,1,0,0,0,red wine is not hard pass because i dont like drinking its a hard pass because its dogshit
252,alltreesareoaks,1,0,0,0,"moving update: had hot dogs and red wine for dinner. going to have hot dogs for breakfast too, I think"
253,_hoesblowwME,1,0,0,0,This why ion fw red wine bruh. Shit gone give me a pimple every time
254,Volterohh,1,0,0,0,"@Plumato splendid night to sit back, relax, and have imaginary red wine cause ur still a baby"
255,broccoholic420,1,0,0,0,Red wine is 100% an indica
256,MMRadio_Tasty,1,0,0,0,MM Radio bringing you the good tasty music with Red Red Wine (feat. Jon K.T) via #ErinBarker8675 Listen here on https://t.co/DCNon04MUA https://t.co/sirLa32Vi8
257,siIverpapermoon,0,0,0,0,"Who are you, running your nails so hot down my spine? 
Wounds spilling wine 
Dull pain and poppy petals, red and sweet"
258,DVelociraptorr1,1,0,0,0,Red wine creamy pork https://t.co/4JwczYsSTH
259,Pierredevparis,0,0,0,0,"High Heel Shoes | Lipstick | Glass Wine | Diamonds T-Shirts,Fashion High Heel Tee,Womans Red Gold Birthday Next Level  Deep V
 #HeelShoes #Lipstick #LevelDeepV #DiamondsTshirtsfashion #Birthday #wine #Glass #HeelTeewomans #PlusMinusCo #EtsySeller
https://t.co/TPgn7yZRHA"
260,ZebraDolphin,0,0,0,0,"Wine is red
Tufton is cute
Jelly would bite you
And Dak Rambo would too ;) https://t.co/kwvDimk0dI"
261,kingattorney,1,0,0,0,"@City_Xtra Thank God Pep did not tell that to my wife before I convinced her to spend three weeks in Qatar, with not a lot of good red wine in sight."
262,hopelessapphic_,1,0,0,0,"You can get addicted to a person 
Like the sweet red wine of their lips
And the needle of a kiss on my arm"
263,nicoslobinsky,1,0,0,0,@KimandaJ This is why we drink red wine and eat chocolate
264,blueguaprincess,1,0,0,0,@nevaeheavenK red wine
265,februarysghost,1,0,0,0,Red wine and out the way. Aint nothing for me outside 🤌🏾
266,onedirectlyrs,1,0,0,0,"this isn't just the stain of a red wine, i'm bleeding love"
267,Jadaa_Wadaa,1,0,0,0,@jazlynmarie____ I use red wine when I cook my roast
268,speakmidnights,1,0,0,0,i’m gonna wear a white dress to the eras tour and spill red wine on it simultaneously representing maroon and clean
269,justachefbot,1,0,0,0,Dinner idea! Saute onion in butter and garlic until fragrant. Add seitan steak and red wine. Cook thoroughly. Serve with fettuccine and a bit of chopped lemongrass.
270,GriffLlaregyb,1,0,0,0,"@Zarah_BukakeMP Will that stench combined with that of garlic, camembert and red wine must be overwhelming. Poor mites."
271,cmac2211,0,0,0,0,"Every time a wine rep comes in and we do a tasting, I jokingly ask if they've ever had Red Cat, and they never think it's funny. I'm not invited to many wine tastings"
272,alexandraknew,1,0,0,0,I also want bourbon but that is more connected to the two glasses of red wine I had with dinner at my pals’ house.
273,Ramazan62121574,1,0,0,0,"5Tom didn't use to like red wine, but now he drinks it almost every day. #天津 https://t.co/054iYHG5Jk"
274,justwines,1,0,0,0,"A crimson-coloured wine with red hues. The soft medium to full-bodied red wine displays blackberry and blackcurrant fruit accompanied by chocolate and vanilla biscuit oak flavours. You can try it here: https://t.co/lUMebDaUMP

#hardyscrestcabernet #topseller #redwine https://t.co/DB1Fun3fK3"
275,dangerousbody2,1,0,0,0,"My girlfriend always gets mad when I mess with her red wine, so I added some Sprite and oranges to it and now...

She’s sangria then ever!"
276,Winehouseportu1,0,0,0,0,"Quinta da Foz Grande Reserva has a intense red color with a violet touch. Lively scent with focus in the ripe fruit, where light notes of jam and a touch of floral. From its passage through French oak barrels, the wine inherited the spicy and smoky notes,  https://t.co/c0Y0JPaqnJ https://t.co/URg7tmo4Oh"
277,jayjaybot1,1,0,0,0,"Interesting, not sure how much a 4 oz glass of red wine when the 14 werewolves on main 0v0"
278,ActorsSmile,0,0,0,0,"Wine Red is technically still an angsty song

However

...
THE SEA IS WINE RED THIS IS THE DEATH IF BEAUTYYYYYY~ /lyr"
279,AnthonyUfoh3,1,0,0,0,@FoxNews What an irony of name “Joy Reid” Turning Red wine to blue wine resulting in covering current Biden administration higher gas prices and inflation by spinning lies to your audiences
280,atypicalstalker,0,0,0,0,I feel extravagant.  What's the absorption rate for estrogen pills taken dissolved in red wine?
281,AnaCarollyneO,1,0,0,0,"Red wine
Movies for two
We'll play Nintendo
Though I always lose
you'll watch the TV
While I'm watching you
So shut all the windows
And lock all the doors
You'll bite my lip and
I'll want you more
But tonight your apartment
Had so much appeal
Who needs stars?"
282,AyeitsAnissa,1,1,0,0,Wild night; wondering if I should switch from white wine to red wine once these veggies and tri tip are done
283,SB_Wino,0,0,0,0,12 Mistakes Everyone Makes When Drinking Red #Wine - Mashed - https://t.co/yFbPm2DJzC #winoinfo
284,yvestronda,1,0,0,0,"It's summer time and I hang on a vine
They're gonna make me into sweet red wine
Hanging around like a fruit on a tree
Waiting to be picked, come on cut me free"
285,Lesley932,1,0,0,0,"ABC Crafted Series Red Wine Making Kit | Cabernet Sauvignon Wine Making Kit |23 Liter Premium DIY Brew Kit| (Cabernet Sauvign GITVZ8Q

https://t.co/wQ1VA4xcGf https://t.co/43EkB40g8X"
286,that_one_garden,0,1,0,0,@saltyfrgnwater @TheLich95794181 Ooooo white wine or red wine? Also for some reason bourbon is good
287,elcafd,1,0,0,0,@stevie_bro Yum. I’m making a painfully slow cooked beef cheek with red wine. The smell is killing me. 6 hours to go 🥺
288,rlem10,1,0,0,0,@snowlikejonn Ohh red sauce and red wine are certainly cause for heartburn
289,GothicblueCJ,1,0,0,0,Check out this listing I just added to my #Poshmark closet: ANGVNS brand Red Wine Lace Bodycon Knit Pencil Dress Sz XXL(14/16). https://t.co/nrK5uVaMLL #shopmycloset @poshmarkapp
290,GothicblueCJ,0,0,0,0,Check out this listing I just added to my #Poshmark closet: Rephyllis brand Wine Red Satiny Stretch Maxi Dress Sz 2XL(14/16). https://t.co/jCdXN1QKW9 #shopmycloset @poshmarkapp
291,jaystormbot,0,0,0,0,"(2:04 am) I just want to escape the endless choir of back alley hymns, of concrete prayers. I can hear them in my head telling me to tear open my ribs and throw out my heart, to leave the floorboards wine-dark and red. - (2:40 am) i am sorry"
292,galaxysayings,1,0,0,0,"Cultured man, venetian suntan, red wine and club bands, viagra pills on the nightstand. How's it feel? How's it feel to be so loved? How's it feel to be so loved, yet so alone?"
293,socarman1,0,0,0,0,@juliegrizzy I have the firewood stacked and one of these on my back porch. If you happen to drop by I prefer bourbon or a good red wine.😊 https://t.co/lRVK7YCEMp
294,QuayTheQueen,0,0,0,0,I can’t believe that cheap ass Taylor Port wine got yall in a chokehold. And its deep red.. shit will stain ya clothes! #NoThanks
295,GabsCrypto,1,0,0,0,"Alcohol in moderation is not poison, I’ll gladly have red wine every night w/ dinner when energy levels permit.

When the hell did it start to become trendy for social media influencoooors to bash alcohol point blank LMAO? You guys need to spend time in Europe &amp; learn how to live https://t.co/TLimCp9WcC"
296,GabsCrypto,1,0,0,0,"Alcohol in moderation is not poison, I’ll gladly have red wine every night w/ dinner when energy levels permit

When the hell did it start to become trendy for social media influencoooors to bash alcohol point blank LMAO? You guys need to spend time in Europe &amp; learn how to live https://t.co/TLimCp9WcC"
297,natavialashaaay,1,0,0,0,i love dis red wine im drunk asf 🤭 .
298,GabsCrypto,1,0,0,0,"Alcohol in moderation is not poison, I’ll gladly have red wine every night w/ dinner when energy levels permit

When the hell did it start to become” trendy for social media influencoooors to bash alcohol point blank LMAO? You guys need to spend time in Europe &amp; learn how to live https://t.co/TLimCp9WcC"
299,masi3v,0,0,0,0,"Drinking 2019 Chasing Rain #Merlot -I am no Merlot champion, but this is quite good and loaded with fruit, mostly dark (plum and blackberry) but also some lighter red fruit notes (cherry). 89 Pts. #Wine #WAWine"
300,Su_45191,1,0,0,0,Daily bedtime red wine. absolutely not less #redwine #vino https://t.co/QUr88q8Uoe
301,GabsCrypto,1,0,0,0,"Alcohol is not poison, I’ll gladly have red wine every day with my dinner when my energy levels permit.

Where the hell did it start to become trendy for social media influencoooors to bash alcohol point blank LMAO? You guys need to spend time in Europe and learn how to live. https://t.co/TLimCp9WcC"
302,DamoManUtd,1,0,0,0,"@ElizaJBarr Reading is an experience for all the senses. The smell of the book, the touch of the pages, what you see, what you imagine and it's best enjoyed with a cup of tea or red wine.
You can't get all of those things from a Kindle."
303,cybernetics_tl,1,0,0,0,"4. Nutrition (5/7) 

🔹Trans-resveratrol is a powerful stilbenoid antioxidant that is obtained from grapes, berries and red wine."
304,LaughTrackItsT1,1,0,0,0,"@MichaelVANVLIE7 @MarilynLavala @smrose29 @PB_RHAR @skipmav @DFBHarvard @keith0sta @kcinor @KitStott @47angb @1NJConservative @ImaP91 @MichelleMaison7 @DiscipleBearded @Zegdie @qfd_bruce @satansradio666 @jddoug @10_4MA @Moxystar2 @MyQueenRedVenus @FaleroJr @AntiProgreWorld @bitemecommies @Lauria1960 @Erica7016 @JackieK10125838 @Kendall_K22 @FLMrs4TRUMP @ReneeCh06020484 @angryrockbird @VickieBrown1958 @FrankKane11 @AngelAlma10 https://t.co/l5SshdCLAQ
#PutThatInYourPipe
#PatHeads
@KeithMalinak 
@JeffyJFR
@elonmusk

Rockin' the VOTE !

Till Next Tuesday's
BLOWOUT...

SPACE FORCE 1 🌐
🎹🚀🤠😇🥁🌞😎🎧🎼

I Prefer
RED Wine...

Just Sayin'

😋"
305,Lillian_DJT2020,1,0,0,0,"@Ollie_621 😂 I’m still cooking. I just added red wine to the meat mixture. Next, it’s the tomatoes and tomato sauce. Then it will cook down for a bit and it will be ready before I go to bed . Spaghetti for lunch tomorrow. 😁"
306,PoppyBender1,0,0,0,0,"@12bichonlvr @JoJoFromJerz The box wine dealer in her neighborhood is gonna MAKE BANK this week.
I guarantee she is a 2 box a day gal at this point with the Red Tsunami incoming.

and I feel sorry for her son, (yes, she actually has one) his ears will be ringing all week."
307,boxofhamsters,1,0,0,0,did those dummies in last of us consider sauteing the fungus zombies in some red wine and butter? feel like joel would have had a better time if he watched america's test kitchen
308,meridian_red,0,0,0,0,The earliest wine makers lived in Egypt around 2300 BC.
309,ZUL8TR,1,0,0,0,"@MathewGruenholz @DevourIndy @VisitIndy Our best buds. Beyond garlic bread, lots of red wine."
310,fullautoslur,1,0,0,0,"@SteveFosterLich and the worst part was i paired it with red wine, i think a merlot or some shit. and it was just hurting even more."
311,Moses29058412,1,0,0,0,18There's nothing better than a few bottles of good red wine drunk with good friends. #佛山 https://t.co/VUzKjDAVlC
312,neverquothaday,1,0,0,0,"And I could never see you in that light
Until you found me on the stairs
And we stayed up into the dead of night
Talking about the future and what came to mind
And getting drunk on triple sec and cheap red wine"
313,pnkhairedfrk,1,0,0,0,I'm sorry.... RED WINE ON TAP AT YOUR WORKPLACE.... #twitter #ElonMuskTakesTwitter #PamperedBabies #TryWorkingForOnce https://t.co/esRUkkF6G6
314,Jrj519Johnson,1,0,0,0,"@MichaelJElston @bobcesca_go I LOVED everything he did up until the duet with Streisand. Song Sung Blue, Holly Holy, Brooklyn Roads, I Am I Said, Cracklin' Rosie, I'm a Believer, Kentucky Woman are all fantastic! After writing this sentence I realize I am missing many more like Shiloh, Red Red Wine ..."
315,theRed_Head,0,0,0,0,My first wine flight 🍷 🍷 (why is the wine only red in the emoji’s???) https://t.co/Ckrn7byXWp
316,softiepinunso,1,0,0,0,Red wine and tita gemma will always be iconic hahaha. https://t.co/ztERzOJo9N
